cohort_name,analysis_family,model,method,perturbation,grid_label,image_seed_rows,images,seeds,source_groups,spearman_mean,spearman_median,spearman_q1,spearman_q3,positive_spearman_fraction,top_beats_random_fraction,subgroup_type,class_name,case_id,correct,confidence_group
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,59,21,3,9,-0.018247474132488575,-0.0301906940050522,-0.15235279586258554,0.10490003107842115,0.4406779661016949,0.4067796610169492,class,02_STROMA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,36,13,3,7,0.030017877694176368,-0.00954187219596935,-0.05644239734159962,0.11307485118217533,0.4722222222222222,0.2222222222222222,class,03_COMPLEX,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,68,23,3,9,-0.06075709512724526,-0.0579301771470009,-0.20823259409191244,0.06426818286861796,0.36764705882352944,0.4852941176470588,class,04_LYMPHO,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,71,25,3,7,0.0374780845296078,0.0461283459107969,-0.06760592561897855,0.14649092749165266,0.6197183098591549,0.14084507042253522,class,05_DEBRIS,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,83,28,3,7,0.08811361262473329,0.1061049175624955,-0.0339851229818051,0.22022574406086454,0.6746987951807228,0.08433734939759036,class,06_MUCOSA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,75,28,3,6,-0.06994385784666567,-0.0811130856090972,-0.16108662910693367,0.05208185578018785,0.32,0.8,class,07_ADIPOSE,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,64,24,3,2,0.06821933117857175,0.07459181049004185,0.003524213277657764,0.12438922660117446,0.765625,0.59375,class,08_EMPTY,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,71,25,3,10,0.14019891394499012,0.1659587692945198,-0.00966379523304825,0.34503103857708645,0.7183098591549296,0.08450704225352113,class,01_TUMOR,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,59,21,3,9,-0.026670482837325652,-0.0630422041143911,-0.16970730502275094,0.13214863454167297,0.4406779661016949,0.288135593220339,class,02_STROMA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,36,13,3,7,0.05746825086926609,0.08452294623433129,-0.09830901513280045,0.23530747714939157,0.6111111111111112,0.16666666666666666,class,03_COMPLEX,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,68,23,3,9,-0.08559430264734601,-0.0905776601933237,-0.2489214194072787,0.027437464638334824,0.3382352941176471,0.7205882352941176,class,04_LYMPHO,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,71,25,3,7,0.046036109556317095,0.0427256572289204,-0.10299309102789886,0.225038051143925,0.5774647887323944,0.028169014084507043,class,05_DEBRIS,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,83,28,3,7,0.13072727697435424,0.1130489524978285,-0.019911707666898752,0.3042223418017409,0.7108433734939759,0.07228915662650602,class,06_MUCOSA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,75,28,3,6,-0.06028755846673216,-0.0766027301197714,-0.25442628437552295,0.1664233518475723,0.44,0.06666666666666667,class,07_ADIPOSE,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_14,64,24,3,2,-0.10586744858260985,-0.0877750241056985,-0.3939628174581039,0.15520603399501146,0.390625,0.0,class,08_EMPTY,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_7,71,25,3,10,0.25208393216441505,0.2637755102040816,0.10438775510204075,0.4909183673469386,0.8309859154929577,0.5352112676056338,class,01_TUMOR,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,normalized_zero,common_7,59,21,3,9,-0.03390003459010721,-0.0849999999999999,-0.19729591836734683,0.14545918367346933,0.4067796610169492,0.22033898305084745,class,02_STROMA,,,
