cohort_id,case_id,UNI,DINOv2,difference,cohort_name,analysis_family,target_role,method_family,perturbation,grid_label,metric,model_a,model_b,ResNet18
14f9264218a7b1c7,CRC-Prim-HE-10,0.16468046606270845,-0.00624884231008267,0.1709293083727911,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
15a838224d91aacd,CRC-Prim-HE-07,0.3408288400421697,0.934479769125744,-0.5936509290835743,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
1619c7f77e7ca100,CRC-Prim-HE-10,0.12419361797084794,-0.08916991110229898,0.21336352907314693,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
1646784e13982634,CRC-Prim-HE-05,0.06879339514146876,0.2887917111357576,-0.21999831599428882,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
18374116b0bc583b,CRC-Prim-HE-03,0.14278017921660735,0.27623380093853805,-0.1334536217219307,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
189f3e0c766af40b,CRC-Prim-HE-06,0.16387937499547758,0.43732937626186663,-0.2734500012663891,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
18bb356ffc655fde,CRC-Prim-HE-01,0.052920559560321496,0.038910642047622235,0.014009917512699262,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
195af23f96ac85e4,CRC-Prim-HE-10,0.021178156564138934,0.32119267515839084,-0.3000145185942519,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
19ee7b96b3ac6128,CRC-Prim-HE-09,0.1399884951648455,-0.020946939928356365,0.16093543509320185,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
1b61e3f45d1b6f75,CRC-Prim-HE-06,0.09894882534266969,0.11616441248261626,-0.017215587139946573,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2096314873b53cb1,CRC-Prim-HE-10,0.0743541771550625,-0.3721997831147271,0.4465539602697896,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
220af0321b7b1fc9,CRC-Prim-HE-05,0.09984759904422834,0.0112906209786505,0.08855697806557784,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
227c6ddda5d22af7,CRC-Prim-HE-10,0.17016825674866445,-0.0882844408857878,0.2584526976344522,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
