scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,CNN,23,8,342,6,1,0.6578947368421053,0.6578947368421053,0.6931958802651902,0.48363780086073205,1.1259262523558242,1.1259262523558242
fold,CNN,23,9,238,7,1,0.8235294117647058,0.8235294117647058,0.7972068656812775,0.7000669167788733,0.39183281578795504,0.39183281578795504
aggregate_oof,CNN,41,-1,5000,8,10,0.566,0.5814930269978461,0.566,0.5463222046649814,1.1299075629183974,1.1299075629183974
fold,CNN,41,0,401,6,1,0.5411471321695761,0.5411471321695761,0.5557510753589185,0.3205167160054378,1.4907744762300108,1.4907744762300108
fold,CNN,41,1,284,6,1,0.3626760563380282,0.3626760563380282,0.3238846764239111,0.10740983447405465,3.0228478835127346,3.0228478835127346
fold,CNN,41,2,740,7,1,0.5081081081081081,0.5081081081081081,0.45216728157904634,0.40755168572677125,1.200384594984161,1.200384594984161
fold,CNN,41,3,381,6,1,0.6955380577427821,0.6955380577427821,0.6825165321218855,0.5321435971978739,0.9352560893397714,0.9352560893397714
fold,CNN,41,4,661,7,1,0.6822995461422088,0.6822995461422088,0.6267758954514168,0.5273200662881283,1.0196157755672042,1.0196157755672042
fold,CNN,41,5,1061,8,1,0.46088595664467485,0.46088595664467485,0.8206587413684872,0.6976886825065778,0.7448382276444602,0.7448382276444602
fold,CNN,41,6,503,7,1,0.6461232604373758,0.6461232604373758,0.6600905530751627,0.559442442619461,1.0675632632097032,1.0675632632097032
fold,CNN,41,7,389,6,1,0.4832904884318766,0.4832904884318766,0.8026526746601484,0.48220337130836266,1.28393369626663,1.28393369626663
fold,CNN,41,8,342,6,1,0.716374269005848,0.716374269005848,0.6904081445702338,0.5149643666332334,0.762982453062253,0.762982453062253
fold,CNN,41,9,238,7,1,0.7184873949579832,0.7184873949579832,0.7496232388446796,0.6786920493997239,0.7857872479378988,0.7857872479378988
aggregate_oof,CNN,57,-1,5000,8,10,0.5772,0.6347408338093914,0.5771999999999999,0.5599534339339914,0.9831222006500829,0.9831222006500829
